ID,Name,Price
133/165,[JAP] SV2a 151: 133/165 Eevee C (Master Ball),5980
134/165,[JAP] SV2a 151: 134/165 Vaporeon R (Foil),80
134/165,[JAP] SV2a 151: 134/165 Vaporeon R (Reverse Holo),180
134/165,[JAP] SV2a 151: 134/165 Vaporeon R (Master Ball),3980
135/165,[JAP] SV2a 151: 135/165 Jolteon R (Foil),80
135/165,[JAP] SV2a 151: 135/165 Jolteon R (Reverse Holo),180
135/165,[JAP] SV2a 151: 135/165 Jolteon R (Master Ball),3980
136/165,[JAP] SV2a 151: 136/165 Flareon R (Foil),80
136/165,[JAP] SV2a 151: 136/165 Flareon R (Reverse Holo),180
136/165,[JAP] SV2a 151: 136/165 Flareon R (Master Ball),3980
137/165,[JAP] SV2a 151: 137/165 Porygon C (Non-Foil),30
137/165,[JAP] SV2a 151: 137/165 Porygon C (Reverse Holo),80
137/165,[JAP] SV2a 151: 137/165 Porygon C (Master Ball),1280
138/165,[JAP] SV2a 151: 138/165 Omanyte U (Non-Foil),50
138/165,[JAP] SV2a 151: 138/165 Omanyte U (Reverse Holo),80
138/165,[JAP] SV2a 151: 138/165 Omanyte U (Master Ball),1280
139/165,[JAP] SV2a 151: 139/165 Omastar R (Foil),80
139/165,[JAP] SV2a 151: 139/165 Omastar R (Reverse Holo),120
139/165,[JAP] SV2a 151: 139/165 Omastar R (Master Ball),1280
140/165,[JAP] SV2a 151: 140/165 Kabuto U (Non-Foil),50
140/165,[JAP] SV2a 151: 140/165 Kabuto U (Reverse Holo),80
140/165,[JAP] SV2a 151: 140/165 Kabuto U (Master Ball),1280
141/165,[JAP] SV2a 151: 141/165 Kabutops R (Foil),80
141/165,[JAP] SV2a 151: 141/165 Kabutops R (Reverse Holo),120
141/165,[JAP] SV2a 151: 141/165 Kabutops R (Master Ball),1280
142/165,[JAP] SV2a 151: 142/165 Aerodactyl R (Foil),80
142/165,[JAP] SV2a 151: 142/165 Aerodactyl R (Reverse Holo),120
142/165,[JAP] SV2a 151: 142/165 Aerodactyl R (Master Ball),1780
143/165,[JAP] SV2a 151: 143/165 Snorlax U (Non-Foil),50
143/165,[JAP] SV2a 151: 143/165 Snorlax U (Reverse Holo),80
143/165,[JAP] SV2a 151: 143/165 Snorlax U (Master Ball),2980
144/165,[JAP] SV2a 151: 144/165 Articuno R (Foil),80
144/165,[JAP] SV2a 151: 144/165 Articuno R (Reverse Holo),120
144/165,[JAP] SV2a 151: 144/165 Articuno R (Master Ball),1480
145/165,[JAP] SV2a 151: 145/165 Zapdos EX RR (Foil),120
146/165,[JAP] SV2a 151: 146/165 Moltres R (Foil),80
146/165,[JAP] SV2a 151: 146/165 Moltres R (Reverse Holo),120
146/165,[JAP] SV2a 151: 146/165 Moltres R (Master Ball),1480
147/165,[JAP] SV2a 151: 147/165 Dratini C (Non-Foil),30
147/165,[JAP] SV2a 151: 147/165 Dratini C (Reverse Holo),80
147/165,[JAP] SV2a 151: 147/165 Dratini C (Master Ball),1480
148/165,[JAP] SV2a 151: 148/165 Dragonair U (Non-Foil),50
148/165,[JAP] SV2a 151: 148/165 Dragonair U (Reverse Holo),120
148/165,[JAP] SV2a 151: 148/165 Dragonair U (Master Ball),2980
149/165,[JAP] SV2a 151: 149/165 Dragonite R (Foil),80
149/165,[JAP] SV2a 151: 149/165 Dragonite R (Reverse Holo),120
149/165,[JAP] SV2a 151: 149/165 Dragonite R (Master Ball),5980
150/165,[JAP] SV2a 151: 150/165 Mewtwo R (Foil),80
150/165,[JAP] SV2a 151: 150/165 Mewtwo R (Reverse Holo),220
150/165,[JAP] SV2a 151: 150/165 Mewtwo R (Master Ball),6980
151/165,[JAP] SV2a 151: 151/165 Mew EX RR (Foil),180
152/165,[JAP] SV2a 151: 152/165 Energy Sticker U (Non-Foil),80
152/165,[JAP] SV2a 151: 152/165 Energy Sticker U (Reverse Holo),120
152/165,[JAP] SV2a 151: 152/165 Energy Sticker U (Master Ball),1280
153/165,[JAP] SV2a 151: 153/165 Snatch Arm U (Non-Foil),120
153/165,[JAP] SV2a 151: 153/165 Snatch Arm U (Reverse Holo),120
153/165,[JAP] SV2a 151: 153/165 Snatch Arm U (Master Ball),1280
154/165,[JAP] SV2a 151: 154/165 Old Helix Fossil C (Non-Foil),30
154/165,[JAP] SV2a 151: 154/165 Old Helix Fossil C (Reverse Holo),80
154/165,[JAP] SV2a 151: 154/165 Old Helix Fossil C (Master Ball),1280
155/165,[JAP] SV2a 151: 155/165 Old Dome Fossil C (Non-Foil),30
155/165,[JAP] SV2a 151: 155/165 Old Dome Fossil C (Reverse Holo),80
155/165,[JAP] SV2a 151: 155/165 Old Dome Fossil C (Master Ball),980
156/165,[JAP] SV2a 151: 156/165 Old Amber C (Non-Foil),30
156/165,[JAP] SV2a 151: 156/165 Old Amber C (Reverse Holo),80
156/165,[JAP] SV2a 151: 156/165 Old Amber C (Master Ball),1280
157/165,[JAP] SV2a 151: 157/165 Safety Goggles U (Non-Foil),50
157/165,[JAP] SV2a 151: 157/165 Safety Goggles U (Reverse Holo),80
157/165,[JAP] SV2a 151: 157/165 Safety Goggles U (Master Ball),980
158/165,[JAP] SV2a 151: 158/165 Big Balloon U (Non-Foil),50
158/165,[JAP] SV2a 151: 158/165 Big Balloon U (Reverse Holo),80
158/165,[JAP] SV2a 151: 158/165 Big Balloon U (Master Ball),780
159/165,[JAP] SV2a 151: 159/165 Extra Tight Belt U (Non-Foil),50
159/165,[JAP] SV2a 151: 159/165 Extra Tight Belt U (Reverse Holo),80
159/165,[JAP] SV2a 151: 159/165 Extra Tight Belt U (Master Ball),500
160/165,[JAP] SV2a 151: 160/165 Leftovers U (Non-Foil),50
160/165,[JAP] SV2a 151: 160/165 Leftovers U (Reverse Holo),80
160/165,[JAP] SV2a 151: 160/165 Leftovers U (Master Ball),680
161/165,[JAP] SV2a 151: 161/165 Erika's Invitation U (Non-Foil),80
161/165,[JAP] SV2a 151: 161/165 Erika's Invitation U (Reverse Holo),120
161/165,[JAP] SV2a 151: 161/165 Erika's Invitation U (Master Ball),5980
162/165,[JAP] SV2a 151: 162/165 Giovanni's Charisma U (Non-Foil),50
162/165,[JAP] SV2a 151: 162/165 Giovanni's Charisma U (Reverse Holo),80
162/165,[JAP] SV2a 151: 162/165 Giovanni's Charisma U (Master Ball),1280
163/165,[JAP] SV2a 151: 163/165 Daisy's Assistance U (Non-Foil),50
163/165,[JAP] SV2a 151: 163/165 Daisy's Assistance U (Reverse Holo),80
163/165,[JAP] SV2a 151: 163/165 Daisy's Assistance U (Master Ball),980
164/165,[JAP] SV2a 151: 164/165 Bill's Transfer U (Non-Foil),50
164/165,[JAP] SV2a 151: 164/165 Bill's Transfer U (Reverse Holo),80
164/165,[JAP] SV2a 151: 164/165 Bill's Transfer U (Master Ball),980
165/165,[JAP] SV2a 151: 165/165 Cycling Road U (Non-Foil),50
165/165,[JAP] SV2a 151: 165/165 Cycling Road U (Reverse Holo),80
165/165,[JAP] SV2a 151: 165/165 Cycling Road U (Master Ball),500
166/165,[JAP] SV2a 151: 166/165 Bulbasaur AR (Foil),500
167/165,[JAP] SV2a 151: 167/165 Ivysaur AR (Foil),320
168/165,[JAP] SV2a 151: 168/165 Charmander AR (Foil),780
169/165,[JAP] SV2a 151: 169/165 Charmeleon AR (Foil),680
170/165,[JAP] SV2a 151: 170/165 Squirtle AR (Foil),500
171/165,[JAP] SV2a 151: 171/165 Wartotle AR (Foil),320
172/165,[JAP] SV2a 151: 172/165 Caterpie AR (Foil),220
173/165,[JAP] SV2a 151: 173/165 Pikachu AR (Foil),980
174/165,[JAP] SV2a 151: 174/165 Nidoking AR (Foil),220
175/165,[JAP] SV2a 151: 175/165 Psyduck AR (Foil),320
176/165,[JAP] SV2a 151: 176/165 Poliwhirl AR (Foil),320
177/165,[JAP] SV2a 151: 177/165 Machoke AR (Foil),220
178/165,[JAP] SV2a 151: 178/165 Tangela AR (Foil),220
179/165,[JAP] SV2a 151: 179/165 Mr Mime AR (Foil),220
180/165,[JAP] SV2a 151: 180/165 Omanyte AR (Foil),220
181/165,[JAP] SV2a 151: 181/165 Snorlax AR (Foil),320
182/165,[JAP] SV2a 151: 182/165 Dragonair AR (Foil),320
183/165,[JAP] SV2a 151: 183/165 Mewtwo AR (Foil),580
184/165,[JAP] SV2a 151: 184/165 Venusaur EX SR (Foil),780
185/165,[JAP] SV2a 151: 185/165 Charizard EX SR (Foil),1980
186/165,[JAP] SV2a 151: 186/165 Blastoise EX SR (Foil),980
187/165,[JAP] SV2a 151: 187/165 Arbok EX SR (Foil),500
188/165,[JAP] SV2a 151: 188/165 Ninetails EX SR (Foil),680
189/165,[JAP] SV2a 151: 189/165 Wigglytuff EX SR (Foil),500
190/165,[JAP] SV2a 151: 190/165 Alakazam EX SR (Foil),680
191/165,[JAP] SV2a 151: 191/165 Golem EX SR (Foil),500
192/165,[JAP] SV2a 151: 192/165 Kangaskhan EX SR (Foil),580
193/165,[JAP] SV2a 151: 193/165 Jynx EX SR (Foil),500
194/165,[JAP] SV2a 151: 194/165 Zapdos EX SR (Foil),680
195/165,[JAP] SV2a 151: 195/165 Mew EX SR (Foil),980
196/165,[JAP] SV2a 151: 196/165 Erika's Invitation SR (Foil),5980
197/165,[JAP] SV2a 151: 197/165 Giovanni's Charisma SR (Foil),680
198/165,[JAP] SV2a 151: 198/165 Daisy's Assistance SR (Foil),680
199/165,[JAP] SV2a 151: 199/165 Bill's Transfer SR (Foil),680
200/165,[JAP] SV2a 151: 200/165 Venusaur EX SAR (Foil),3980
201/165,[JAP] SV2a 151: 201/165 Charizard EX SAR (Foil),12800
202/165,[JAP] SV2a 151: 202/165 Blastoise EX SAR (Foil),3980
203/165,[JAP] SV2a 151: 203/165 Alakazam EX SAR (Foil),2980
204/165,[JAP] SV2a 151: 204/165 Zapdos EX SAR (Foil),4980
205/165,[JAP] SV2a 151: 205/165 Mew EX SAR (Foil),12800
206/165,[JAP] SV2a 151: 206/165 Erika's Invitation SAR (Foil),12800
207/165,[JAP] SV2a 151: 207/165 Giovanni's Charisma SAR (Foil),1480
208/165,[JAP] SV2a 151: 208/165 Mew EX UR (Foil),2480
209/165,[JAP] SV2a 151: 209/165 Switch UR (Foil),2480
210/165,[JAP] SV2a 151: 210/165 Psychic Energy UR (Foil),1780
